Question,Answer,Topic
Who should the Recommendation Letters come from?,Faculty member of the previous school or previous/current direct supervisors/managers in the workplace.,11
What is the template for the Recommendation Letters?,Found in this link: https://ismis.usc.edu.ph/Apply/DownloadRecommendationForm,11
What additional requirements should Non-USC Graduates prepare?,"Certificate of Transfer Credentials (Honorable Dismissal), 1 copy of 2x2 colored photo with white background, and Original PSA/NSO certified Birth Certificate.",11
How do I apply as a graduate student online in the ISMIS portal?,"Go to https://ismis.usc.edu.ph and click ""Applicants for Admission Graduate, Tertiary & Senior High School"", then click the ""Submit Admission Application tab"" at the bottom of the page.",11
What should I do if I'm a previous USC student or already issued a Student ID in the past?,"Click the ""Submit Admission Application for 2nd Courser and Continuing Students"" tab.",11
What should I do if I'm an International Applicant?,"Click the ""International Applicants"" tab.",11
What should I do after filling out the Personal Data Sheet?,"Attach the required documents one by one, then click the ""Start Upload"" button to upload the file.",11
What should I do after uploading all the required documents?,Complete the Captcha and click the Submit button.,11
How do I check the application status and upload additional documents in ISMIS?,"Go to https://ismis.usc.edu.ph, click ""Applicants for Admission Graduate, Tertiary & Senior High School"", then click the ""Check Status of Submitted Application"" button at the bottom of the page.",11
What is the purpose of the Concept Paper?,To elicit the applicant’s ideas on the possible research topic that he or she will pursue when he or she is admitted to the program.,11
Who evaluates the Concept Paper?,The Department Chair or Graduate Program Coordinator.,11
What happens to the Concept Paper during the interview?,It will be validated during the interview with the Chair/Graduate Program Coordinator for Master Programs or a Panel of Interviewers for Doctoral Programs.,11
What do students applying for Research Track Programs undergo?,A pre-admission process whereby he or she will prepare a research proposal.,11
What happens to the research proposal?,The applicant will pitch his or her proposal to a prospect adviser from among the identified experts or existing research groups of the department or school for acceptance.,11
What happens to the accepted research proposal?,It will be endorsed by the adviser to the committee for validation during the panel interview.,11
Can departments add additional requirements?,"Yes, depending upon the program applied for, such as proof of funding or financial support for those who will enroll in the research track.",11
What is the topic of this section of the student manual?,Topic 12: Admission Steps for Juris Doctor,12
What are the initial requirements for Juris Doctor applicants?,"Transcript of Records (TOR) with remarks of graduation, Certificate of Transfer Credentials/Honorable Dismissal (for Non-USC graduates), Certificate of Good Moral Character (for Non-USC graduates), and Personal Statement.",12
What is the word limit for the Personal Statement?,"Not more than 1,000 words.",12
Where can the Personal Statement template be downloaded?,https://ismis.usc.edu.ph/Apply/DownloadPersonalStatementTemplate,12
In what format should the Personal Statement be submitted?,Microsoft Word format.,12
What should be indicated in the Personal Statement?,The applicant's desired law program with or without thesis.,12
What should accompany the Personal Statement?,A Statement of Originality and Sole Authorship.,12
What is the Statement of Originality and Sole Authorship?,The applicant's solemn attestation to the Dean's Office that the Personal Statement is his or her own work.,12
Can applicants submit additional documents?,"Yes, an academic essay of not more than 1,000 words or a 90-second video on any topic.",12
What is the topic of the optional academic essay?,How the applicant responded to the Covid-19 pandemic.,12
Who are considered transferees?,USC graduates who have transferred to another higher education institution prior to applying for the JD program.,12
What requirements do transferees need to submit?,Requirements 2 and 3.,12
How do applicants apply for admission online?,Through the ISMIS portal.,12
What is the URL to access the ISMIS portal?,https://ismis.usc.edu.ph,12
