Question,Answer,Topic
How do I check the application status and upload additional documents in ISMIS?,"Go to https://ismis.usc.edu.ph and click ""Applicants for Admission Graduate, Tertiary & Senior High School"".",8
"What should I do after clicking ""Applicants for Admission Graduate, Tertiary & Senior High School"" to check the application status?","Click the ""Check Status of Submitted Application"" button at the bottom of the page. Complete the required fields and click the Search Applicant button.",8
How do I upload additional documents in ISMIS?,"Click on the ""Files Uploaded"" button or icon.",8
What is the purpose of the Declaration Form as a New Student?,To be signed and submitted if the applicant graduated already in Grade 12.,8
Who should sign and authenticate the Diploma in Senior High School?,The School Registrar/Principal.,8
What is the purpose of the Certificate of Eligibility?,"Required should there be no available school ID, download the certificate by going to this link: https://ismis.usc.edu.ph/Apply/DownloadCERT)",8
What is the format of the required photo?,1 copy 2x2 colored photo with white background,8
What is the purpose of the first semester grades?,To be present if the student is currently enrolled.,8
Who should certify/ sign the Grade 12 grades?,The School Registrar/Principal.,8
What is the purpose of the School ID?,To be submitted as one of the requirements for new freshmen applicants.,8
What is an international student?,An international student refers to an applicant who undertakes all or part of his/her higher education experience in a country other than his/her home country or an applicant who travels across a national boundary to a country other than his/her home country to undertake all or part of his/her higher education experience.,9
Who needs to go through the pre-admission process with the External Relations and Internationalization Office (ERIO)?,"A student with an international passport or has dual citizenship, or is a Filipino graduate abroad.",9
What is the first part of the admission process for international students?,"The first part is pre-admission, which involves uploading your admission requirements in ISMIS.",9
How do I access the International Student Portal?,Go to the International Student Portal through https://ismis.usc.edu.ph/ApplyForeign.,9
What do I need to do in the International Student Portal?,"Fill out the Personal Data Sheet and complete all fields. Attach the required documents one by one. For every file, click the ""Start Upload"" button to upload the file. Complete the Captcha and click the ""Submit"" button.",9
What happens after I submit my pre-admission documents?,ERIO will verify the pre-admission documents and endorse the applicant to the Office of the University Registrar.,9
What does the Office of the University Registrar do after receiving the endorsed application?,The Office of the University Registrar will verify the application and endorse the applicant for admission to the Office of the Recruitment and Admissions (ORA).,9
What are the required documents for Undergraduate Program Freshmen International Applicants?,"The required documents are: Transcript of Records (1st and 2nd semesters of Grade 11 and Grade 12) for Bachelor’s Program (IGCSE/GCSE with A-Levels may also be considered), Diploma/Certificate of graduation in Grade 12 (Senior High School), Photocopy of Passport bio-page with at least two-year validity, English Proficiency Requirement with a rating in 6.0 in IELTS or at least 60 for TOEFL or as prescribed by the program, and Proof of Philippine Citizenship for Dual Citizen Applicants such as Philippine Passport, Identification Certificate (IC), or Certificate of Reacquisition/Retention of Philippine Citizenship (CRPC).",9
What is the English Proficiency Requirement for Undergraduate Program Freshmen International Applicants?,English Proficiency Requirement with a rating in 6.0 in IELTS or at least 60 for TOEFL or as prescribed by the program.,9
What is the requirement for applicants who graduated from schools that used English as a medium of instruction?,"Applicants, who graduated from schools that used English as a medium of instruction are required to submit a certificate issued by the head of the institution or its legal representative.",9
What are the required documents for Masteral and Doctoral Program International Applicants?,"The required documents are: Baccalaureate Diploma or its equivalent with remarks of graduation, Photocopy of Passport bio-page with at least two-year validity, English Proficiency Requirement with a rating in 6.0 in IELTS or at least 60 for TOEFL or as prescribed by the program, and Proof of Philippine Citizenship for Dual Citizen Applicants such as Philippine Passport, Identification Certificate (IC), or Certificate of Reacquisition/Retention of Philippine Citizenship (CRPC).",9
What happens after the admission requirements are validated by ORA?,"The applicant will now be endorsed for the College Admission Examination for undergraduate applicants, Department Chair for interview and acceptance for Juris Doctor applicants and Masteral Program applicants, or panel interview and acceptance for Doctoral Program applicants.",9
